"week","company","category","open","high","low","close","previous","change.percent","result","volume","vix.open","vix.high","vix.low","vix.close","vix.previous","vix.change.percent","vix.result","confirmed.total","confirmed.previous","confirmed.change.percent","confirmed.result","deaths.total","deaths.previous","deaths.change.percent","deaths.result"
-1,"alphabet","technology",1492.82,1494.2,1463.18,1466.17,NA,NA,NA,1489280,12.75,15.98,12.62,14.56,NA,NA,NA,941,NA,NA,NA,26,NA,NA,NA
-1,"amazon","technology",1890.85666666667,1895.82,1867.84666666667,1877.89333333333,NA,NA,NA,3155683.66666667,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"apple","technology",318.916666666667,320.96,316.826266666667,318.413333333333,NA,NA,NA,29403496,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"darden","hospitality",115.84,116.98,115.298333333333,116.563333333333,NA,NA,NA,1342765.66666667,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"facebook","technology",221.286666666667,222.005,218.886666666667,219.673333333333,NA,NA,NA,11771212.6666667,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"hilton","hospitality",110.54,111.735,108.557533333333,110.1,NA,NA,NA,1809668,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"marriott","hospitality",144.133333333333,145.7572,141.613333333333,143.366666666667,NA,NA,NA,1744539.66666667,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"mcdonald","hospitality",212.626666666667,213.779933333333,210.303333333333,212.033333333333,NA,NA,NA,3080271,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"microsoft","technology",167.033333333333,167.273333333333,165.133333333333,165.82,NA,NA,NA,22912553.3333333,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"netflix","technology",335.683333333333,348.676666666667,331.496666666667,342.92,NA,NA,NA,19289977.6666667,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"royal.caribbean","hospitality",128.78,130.08,125.42,128.41,NA,NA,NA,2216493.66666667,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"starbucks","hospitality",93.02,93.91,91.5166666666667,92.77,NA,NA,NA,6691230,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
-1,"zoom","technology",75.9033333333333,76.4202,74.0148666666667,74.36,NA,NA,NA,1480286.33333333,12.82,14.38,12.6233333333333,13.4833333333333,NA,NA,NA,716.666666666667,NA,NA,NA,20.3333333333333,NA,NA,NA
0,"alphabet","technology",1447.54,1456.088,1431.46,1445.192,1466.17,NA,"down",1564332.6,16.822,18.416,15.786,17.046,14.56,NA,"up",6566.4,941,NA,"up",146,26,NA,"up"
0,"amazon","technology",1886.794,1900.49,1870.652,1883.798,1877.89333333333,NA,"up",6066532,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"apple","technology",317.7167,320.958,313.098,316.872,318.413333333333,NA,"down",43355264.6,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"darden","hospitality",117.464,118.301,116.22278,117.536,116.563333333333,NA,"up",1213554,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"facebook","technology",213.128,215.824,210.056,213.466,219.673333333333,NA,"down",28193982.4,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"hilton","hospitality",107.108,108.493,106.29,107.936,110.1,NA,"down",2812450.6,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"marriott","hospitality",140.125,142.089,137.969,141.046,143.366666666667,NA,"down",1961833.2,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"mcdonald","hospitality",211.788,214.61536,210.786,212.864,212.033333333333,NA,"up",4090645,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"microsoft","technology",167.806,168.866,165.8666,167.758,165.82,NA,"up",35969187.6,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"netflix","technology",345.864,349.858,340.516,345.478,342.92,NA,"up",6547676.6,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"royal.caribbean","hospitality",118.902,121.124,117.205,119.152,128.41,NA,"down",3148226.8,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"starbucks","hospitality",87.414,87.93208,86.016,86.944,92.77,NA,"down",12922324.6,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
0,"zoom","technology",72.442,74.04434,71.5286,73.274,74.36,NA,"down",1734099.8,16.822,18.416,15.786,17.046,13.4833333333333,NA,"up",6566.4,716.666666666667,NA,"up",146,20.3333333333333,NA,"up"
1,"alphabet","technology",1459.822,1477.004,1444.84,1465.828,1445.192,-0.0143080270364283,"up",2706129.6,16.316,16.696,15.452,15.92,17.046,0.170741758241758,"down",27325,6566.4,5.97810839532412,"up",567,146,4.61538461538461,"up"
1,"amazon","technology",2038.902,2066.83,2022.104,2044.65,1883.798,0.00314430354581725,"up",4768581.4,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"apple","technology",317.614,321.302,314.61386,318.84,316.872,-0.00484066831372223,"up",32626930,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"darden","hospitality",117.682,119.05,116.81,118.034,117.536,0.00834453372987505,"up",1640173.4,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"facebook","technology",208.6673,210.496,207.1361,209.462,213.466,-0.0282571090406967,"down",14097523.2,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"hilton","hospitality",111.204,112.196,110.31566,111.118,107.936,-0.0196548592188919,"up",1755995.6,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"marriott","hospitality",145.818,147.428,144.0835,145.376,141.046,-0.0161869332713324,"up",1599277.4,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"mcdonald","hospitality",214.804,215.402,213.04432,213.73,212.864,0.0039176230152492,"up",3028224.8,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"microsoft","technology",179.083,181.75798,177.53182,180.384,167.758,0.011687371848993,"up",33409834,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"netflix","technology",363.601,369.55998,358.15028,366.08,345.478,0.0074594657646098,"up",5715803.4,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"royal.caribbean","hospitality",118.022,119.37978,115.14,116.186,119.152,-0.0720971886924694,"down",3282334.8,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"starbucks","hospitality",86.9,87.86026,85.957,86.904,86.944,-0.0628004742912579,"down",9209535,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
1,"zoom","technology",85.746,90.65,83.367,87.268,73.274,-0.0146046261430877,"up",6761801,16.316,16.696,15.452,15.92,17.046,0.264227441285538,"down",27325,6566.4,8.16241860465116,"up",567,146,6.18032786885246,"up"
2,"alphabet","technology",1506.178,1521.012,1499.774,1513.894,1465.828,0.0142790715697291,"up",1503074,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"amazon","technology",2139.956,2166.224,2128.828,2145.89,2044.65,0.0853870744103137,"up",3954894,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"apple","technology",321.634,324.974,320.046,323.636,318.84,0.00621070968719218,"up",24613181.4,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"darden","hospitality",121.952,122.69198,121.15,122.09,118.034,0.00423699972774303,"up",1102627.6,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"facebook","technology",210.6167,213.02718,209.28004,211.666,209.462,-0.0187570854374935,"up",15367847.2,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"hilton","hospitality",112.02,113.816,111.134,112.84,111.118,0.0294804328490958,"up",1730027.6,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"marriott","hospitality",146.67,148.531,145.254,147.064,145.376,0.0306992045148392,"up",1718004.8,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"mcdonald","hospitality",215.11,216.567,214.51664,216.182,213.73,0.00406832531569459,"up",2486238.2,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"microsoft","technology",185.228,187.406,182.8244,185.382,180.384,0.0752631767188449,"up",38902488.8,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"netflix","technology",374.872,380.81,372.81284,377.314,366.08,0.0596333196325091,"up",4582685.8,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"royal.caribbean","hospitality",113.052,114.558,112.02,113.354,116.186,-0.0248925741909493,"down",3131150.2,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"starbucks","hospitality",88.0835,89.17246,87.6315,88.563,86.904,-0.000460066249540006,"up",6879834.6,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
2,"zoom","technology",89.248,90.724,87.634,89.488,87.268,0.190981794360892,"up",2435222.6,14.84,15.312,14.1,14.358,15.92,-0.0660565528569752,"down",52015,27325,3.16133650097466,"up",1227.6,567,2.88356164383562,"up"
3,"alphabet","technology",1516.2825,1524.8275,1503.685,1511.19,1513.894,0.0327910232305564,"down",1461644.5,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"amazon","technology",2152.01,2168.1275,2125.17,2143.74,2145.89,0.0495145868486048,"down",3323579.25,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"apple","technology",319.1525,322.355,315.83,318.9925,323.636,0.0150420273491408,"down",29813610,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"darden","hospitality",120.5875,121.255,119.5875,120.7375,122.09,0.0343629801582595,"down",1024425.75,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"facebook","technology",215.385,217.32425,212.821375,215.0125,211.666,0.010522194956603,"up",13743196.25,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"hilton","hospitality",112.1225,112.94625,111.2475,111.5425,112.84,0.0154970391835707,"down",1557447,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"marriott","hospitality",145.425,147.049925,144.4,145.6625,147.064,0.0116112700858463,"down",1877396.5,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"mcdonald","hospitality",216.03,216.745,214.590325,215.6825,216.182,0.0114724184719037,"down",2644140.5,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"microsoft","technology",185.94625,186.6575,182.58,184.38,185.382,0.0277075572112827,"down",35828336.25,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"netflix","technology",384.8275,389.8775,379.6677,385.01,377.314,0.0306872814685314,"up",4522952.75,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"royal.caribbean","hospitality",110.8525,111.27,108.9875,109.5825,113.354,-0.0243747095174979,"down",2932496.5,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"starbucks","hospitality",89.1475,89.63625,88.08,88.8325,88.563,0.0190900303783486,"up",5568221.5,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
3,"zoom","technology",100.3425,104.565,97.9175,101.8425,89.488,0.0254388779392217,"up",7573143.75,15.3775,16.4125,14.855,15.4625,14.358,-0.0981155778894472,"up",75959.75,52015,0.903568161024703,"up",2156.75,1227.6,1.16507936507936,"up"
4,"alphabet","technology",1376.496,1399.75,1349.242,1370.17,1511.19,-0.0017861224101555,"down",2934511.8,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"amazon","technology",1949.778,1990.666,1920.146,1945.934,2143.74,-0.00100191528922736,"down",7128856.6,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"apple","technology",284.62,293.8,278.238,285.158,318.9925,-0.0143479093796735,"down",69953646.8,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"darden","hospitality",110.04,111.198,105.91414,106.714,120.7375,-0.0110778933573594,"down",2083448,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"facebook","technology",195.155,199.396,192.18674,195.382,215.0125,0.015810286016649,"down",23066974.8,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"hilton","hospitality",99.512,102.018,96.80456,98.766,111.5425,-0.0114985820630982,"down",5997387,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"marriott","hospitality",126.47,130.542,121.602,124.548,145.6625,-0.00952986454876787,"down",5381920.4,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"mcdonald","hospitality",208.35,211.002,204.1498,206.178,215.6825,-0.00231055314503513,"down",6237907.8,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"microsoft","technology",165.482,170.678,161.81324,165.864,184.38,-0.0054050555070072,"down",76603994.4,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"netflix","technology",367.748,379.76048,362.22324,369.754,385.01,0.020396804783284,"down",8905011.6,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"royal.caribbean","hospitality",88.32,90.454,82.296,85.182,109.5825,-0.0332718739523969,"down",9564019.6,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"starbucks","hospitality",81.43,82.86426,79.93,80.82,88.8325,0.00304303151428919,"down",12901595.8,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
4,"zoom","technology",109.3526,114.606,102.41128,107.504,101.8425,0.138057616663687,"up",13541384.4,29.264,34.992,27.624,31.942,15.4625,0.076925755676278,"up",81628.8,75959.75,0.460343170239354,"up",2758.6,2156.75,0.756883349625285,"up"
5,"alphabet","technology",1344.706,1366.964,1310.058,1343.228,1370.17,-0.0933171871174372,"down",2786545.6,37.834,42.856,32.222,36.758,31.942,1.06577202910267,"up",95703.6,81628.8,0.0746322888108505,"up",3261,2758.6,0.279054132375101,"up"
5,"amazon","technology",1927.286,1960.086,1891.918,1932.778,1945.934,-0.0922714508289251,"down",5818170.2,37.834,42.856,32.222,36.758,31.942,1.06577202910267,"up",95703.6,81628.8,0.0746322888108505,"up",3261,2758.6,0.279054132375101,"up"
5,"apple","technology",291.982,299.842,285.858,294.564,285.158,-0.106066757055417,"up",64690044.8,37.834,42.856,32.222,36.758,31.942,1.06577202910267,"up",95703.6,81628.8,0.0746322888108505,"up",3261,2758.6,0.279054132375101,"up"
5,"darden","hospitality",94.33,96.226,90.924,93.054,106.714,-0.116148669634538,"down",2207565.8,37.834,42.856,32.222,36.758,31.942,1.06577202910267,"up",95703.6,81628.8,0.0746322888108505,"up",3261,2758.6,0.279054132375101,"up"
5,"facebook","technology",188.906,191.682,183.87202,188.07,195.382,-0.09129934306145,"down",23977701.4,37.834,42.856,32.222,36.758,31.942,1.06577202910267,"up",95703.6,81628.8,0.0746322888108505,"up",3261,2758.6,0.279054132375101,"up"
5,"hilton","hospitality",94.288,96.471,91.285,94.026,98.766,-0.114543783759554,"down",6757030.2,37.834,42.856,32.222,36.758,31.942,1.06577202910267,"up",95703.6,81628.8,0.0746322888108505,"up",3261,2758.6,0.279054132375101,"up"
